Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type
4227,1316,4866.79,7,6,3,4,4,1,6
1611,904,9193.77,7,2,7,3,6,0,0
4088,3496,673.9,6,7,5,1,1,1,4
3694,2587,6946.91,2,7,2,0,4,1,7
3807,1949,5146.56,6,6,7,6,3,0,0
4302,664,2387.88,0,2,0,6,5,0,1
2021,3946,8905.76,0,0,3,6,7,0,0
887,3430,9600.73,6,1,4,5,3,0,0
320,3710,9629.43,6,7,0,0,5,0,1
3148,3259,7160.72,7,0,6,0,3,0,1
1066,4949,2955.61,7,3,0,2,1,1,3
3652,2332,2822.54,4,1,2,0,7,0,0
2968,745,9799.38,6,6,0,1,2,1,3
735,825,7365.27,3,1,5,2,0,0,0
2338,273,2074.54,5,3,7,3,4,1,2
3493,3661,1388.35,0,5,0,2,7,0,0
806,2096,4702.82,7,4,3,7,4,1,6
2384,3312,4087.17,0,7,2,6,2,1,7
1495,644,5798.52,3,2,1,6,5,0,0
1888,4746,6565.77,6,1,6,4,4,1,6
1795,2083,2317.32,7,1,5,3,3,0,1
1030,3517,9566.78,5,2,7,6,4,1,6
4049,1309,3426.37,5,6,3,2,5,0,1
1818,4193,9009.54,5,4,3,3,3,0,0
2739,3069,6592.28,0,1,5,4,6,0,0
3146,4071,1169.48,4,1,0,4,7,0,1
2409,2823,3426.77,0,4,3,3,3,0,0
4778,139,8372.32,2,3,4,0,0,0,1
4332,1037,3230.96,1,2,1,3,2,1,7
4902,4892,4275.27,2,4,6,5,0,0,1
4282,3779,250.43,6,0,4,1,2,1,5
4325,3148,4244.22,2,4,5,7,4,1,5
1745,658,4968.01,3,4,6,3,4,1,3
4519,633,1282.94,0,6,2,3,7,0,1
4317,2807,7156.55,1,5,7,0,5,0,0
1916,4751,1720.2,0,7,1,2,3,0,1
2260,1156,6515.78,3,6,1,0,1,1,3
2145,1838,6400.05,3,5,7,5,6,0,0
3969,1275,4024.68,3,0,4,1,4,1,4
2978,3120,6989.14,7,5,7,2,5,0,0
1091,2149,9638.15,4,1,2,5,1,1,3
2781,2192,9734.95,1,2,4,0,3,0,0
2428,574,1553.85,7,7,6,4,0,0,0
3178,76,9870.36,6,3,7,1,0,0,0
4484,1800,2896.54,3,0,6,2,0,0,1
3801,3250,3047.81,0,1,1,3,1,1,4
3452,2641,5260.18,5,0,2,3,5,0,1
2711,3682,3533.92,6,7,7,7,5,0,0
428,4682,6901.92,0,4,0,3,7,0,1
4260,1510,5231.83,2,1,3,6,4,1,3
557,3270,672.59,0,7,4,6,0,0,1
3264,2812,5295.94,6,4,0,4,7,0,1
3751,4797,2564.77,7,1,6,5,3,0,1
522,2477,3782.64,4,0,2,7,5,0,1
4656,3456,2068.16,4,6,7,0,3,0,0
856,1759,3779.5,2,2,0,1,6,0,0
739,3085,9205.21,3,7,1,2,5,0,1
4955,1035,4511.03,0,5,6,7,2,1,6
1168,1260,2558.56,0,3,3,0,4,1,7
782,1576,2215.77,4,5,2,6,3,0,1
3128,2247,8030.46,7,0,1,5,4,1,5
3237,2974,8733.38,2,0,5,4,2,1,4
517,1187,6957.13,5,4,1,3,4,1,6
4812,2074,5004.08,3,3,0,2,5,0,0
2115,3434,8009.63,0,5,2,5,4,1,4
3573,1101,1988.79,5,2,3,2,1,1,7
3053,4376,3790.97,5,4,1,6,3,0,1
4646,2448,1030.13,6,7,4,1,5,0,1
4028,3501,6734.68,3,6,1,5,5,0,0
4298,789,8909.02,0,3,6,1,4,1,2
287,4559,6686.21,0,0,4,7,7,0,1
3687,2011,5717.47,3,3,7,3,0,0,1
3718,289,6330.11,1,7,1,4,2,1,4
2310,4383,481.94,6,3,5,4,5,0,0
4515,27,9501.58,7,3,4,1,3,0,0
2787,2392,8559.02,4,6,4,4,4,1,3
711,1604,1733.32,6,4,2,7,3,0,1
4376,3012,5885.22,7,1,6,0,1,1,2
3013,651,167.04,1,3,4,5,3,0,0
4930,3617,2958.7,7,4,7,3,0,0,0
837,1103,4890.47,4,1,5,6,6,0,0
3473,2193,721.69,5,7,7,4,4,1,5
301,1803,4804.37,5,3,1,5,6,0,0
3210,2485,6721.77,3,7,1,4,1,1,3
3259,2043,6129.07,3,7,6,1,6,0,0
3030,1934,3286.54,4,4,1,1,0,0,1
2553,2235,4383.39,1,7,0,7,1,1,4
1073,120,3308.51,0,1,2,2,6,0,0
183,1299,4333.6,1,2,6,0,5,0,1
4666,4395,3409.48,6,4,2,3,7,0,1
3748,1755,8091.76,3,6,5,0,3,0,0
1584,4408,5178.26,4,2,6,1,3,0,0
1754,448,1973.9,5,0,3,2,7,0,1
1815,2637,9613.37,6,6,5,5,6,0,0
1882,3673,2435.79,1,5,5,4,2,1,4
1733,2811,7579.06,5,6,4,3,0,0,0
2643,1876,8520.79,6,7,7,1,5,0,1
1423,3107,4160.81,4,5,6,2,0,0,0
2856,1490,9468.58,7,2,5,4,7,0,1
2132,4738,3685.45,4,3,3,7,2,1,6
1201,614,1714.33,4,0,5,4,2,1,5
2883,3399,7647.92,7,3,5,0,5,0,1
931,2717,2471.88,2,3,2,3,7,0,0
834,2850,3990.05,2,7,7,0,5,0,0
2012,676,9817.06,6,1,5,5,0,0,0
1979,3950,5350.78,3,0,1,1,7,0,0
1791,3800,1923.53,2,1,7,3,6,1,6
3500,3695,1451.53,3,3,5,0,6,0,1
4659,744,9441.23,1,4,1,5,6,0,0
3463,4772,1012.96,2,5,7,4,6,0,0
1677,4344,1915.91,1,5,0,2,5,0,1
3939,46,6194.69,2,0,3,7,1,1,5
2013,3146,8488.39,4,6,3,1,6,0,1
2928,3692,5037.97,7,6,6,4,7,0,1
2807,285,358.31,1,6,4,3,0,0,1
3962,1177,3106.63,6,2,1,2,7,0,0
1976,4954,4445.95,3,1,7,5,3,0,0
458,1060,9075.64,4,5,6,3,1,1,3
1446,4101,7135.02,1,2,2,0,5,0,0
2743,3265,3771.14,4,5,7,3,5,0,0
1244,2010,8384.61,2,2,5,0,7,0,0
4522,4755,5715.22,1,3,5,3,4,1,3
972,1366,3140.11,6,3,5,5,1,1,6
1304,4372,6484.33,6,6,6,7,5,0,0
586,792,2032.97,2,0,1,5,1,1,2
168,3823,8943.55,7,0,1,5,3,0,1
2646,1451,6063.0,1,0,1,3,7,0,1
2429,279,1012.14,6,3,5,1,6,0,1
2901,507,8120.55,1,3,6,7,7,0,0
372,272,3725.83,7,4,5,0,2,1,5
4052,1907,270.29,2,1,0,3,0,0,0
3461,4987,4516.95,5,2,6,6,1,1,3
4699,2027,6471.89,5,1,0,6,3,0,0
1532,2625,2359.7,5,3,7,0,0,0,1
3330,2933,1269.27,6,1,6,5,7,0,1
1853,450,3103.61,6,7,3,1,3,0,1
559,764,7889.21,6,6,2,0,0,0,1
1619,613,405.31,5,4,4,1,2,1,4
2481,109,3784.4,3,4,1,0,5,0,1
3926,2413,8976.02,2,3,6,4,4,1,6
2911,3754,4810.98,6,0,4,3,1,1,5
4675,4051,9014.91,6,4,6,0,4,1,2
1194,2860,3160.1,7,3,4,4,1,1,4
1637,262,9345.97,4,5,5,3,1,1,5
3719,2722,6844.8,3,6,0,6,7,0,0
3642,2747,2862.25,6,4,7,1,6,0,0
2637,4620,8916.27,7,1,7,5,4,1,3
78,522,8416.09,1,4,5,4,3,0,0
2860,4875,6544.63,5,5,7,7,7,0,0
4970,2742,8660.06,6,6,0,3,5,0,1
3540,2342,2840.44,4,4,5,5,7,0,1
3681,2928,9093.51,3,5,5,2,1,1,4
1063,303,1890.21,3,2,6,2,1,1,7
3606,3238,1101.57,1,2,6,0,1,1,7
1142,4379,7546.05,3,6,6,2,5,0,0
1356,3502,2638.87,5,3,2,7,6,0,1
285,1232,6739.6,3,3,1,1,2,1,3
1997,3244,3297.69,1,6,2,6,5,0,1
1846,3882,1199.89,5,3,3,1,7,0,0
3056,3088,9008.94,7,2,3,0,0,0,1
3995,1791,3124.59,3,2,3,4,6,0,1
2067,1571,6266.3,5,6,1,0,3,0,0
3594,3286,1197.19,0,4,4,7,6,0,1
589,4890,6218.1,0,4,6,5,0,0,1
1570,3515,9952.88,5,6,2,5,2,1,5
3345,4109,7972.87,3,1,1,0,7,0,0
3091,1306,6472.33,2,5,4,4,5,0,1
25,1438,3017.45,4,6,6,5,0,0,0
3964,329,2210.67,0,5,7,7,1,1,3
4936,3523,1370.87,3,5,5,4,1,1,7
1635,1371,9032.49,2,5,7,6,2,1,3
538,72,9328.65,1,0,7,6,2,1,3
4178,3325,3212.67,5,2,5,5,6,0,1
3404,3785,9628.74,6,1,1,3,5,0,1
2160,1410,7348.86,3,7,1,2,4,1,4
3634,4134,1821.32,2,2,7,5,3,0,1
494,3067,1473.57,1,2,5,7,0,0,0
2513,4569,2840.54,6,0,4,1,3,0,1
2774,1346,8803.35,4,3,2,0,6,0,0
2181,501,2789.56,2,6,6,5,2,1,5
1169,938,2834.99,7,7,3,2,4,1,5
2821,3697,1494.39,6,5,4,0,5,0,0
260,3776,3231.49,3,4,6,5,0,0,0
4358,4148,2536.14,6,6,3,0,0,0,0
3165,4025,3872.78,5,3,3,4,2,1,2
4127,4840,4944.25,2,3,7,4,1,1,2
709,3264,4251.87,5,7,0,2,7,0,1
807,4024,9689.72,1,3,4,5,3,0,1
1757,3742,7628.9,5,7,2,3,7,0,0
3900,943,5182.7,3,2,0,1,6,0,1
2881,2330,5948.82,6,0,0,2,4,1,2
1639,1758,4507.64,4,5,2,7,7,0,1
962,3182,5895.72,1,2,3,2,5,0,0
3667,3598,8893.12,0,0,1,0,2,1,3
4918,3057,1911.62,6,1,5,3,4,1,3
4957,3435,7244.82,7,2,7,2,0,0,1
2228,1048,9322.95,7,3,5,2,1,1,7
1582,3333,1361.74,2,5,3,1,5,0,1
631,3086,3381.68,4,2,5,4,3,0,1
4770,3092,1758.56,7,5,6,0,7,0,0
258,1142,2563.88,2,1,0,3,7,0,0
1705,3599,2687.27,1,4,5,0,4,1,2
1024,3299,1407.15,5,7,7,1,0,0,0
1126,1273,801.47,4,2,3,1,7,0,0
2784,4243,3931.97,6,3,6,6,7,0,0
204,4291,459.48,2,3,6,6,6,0,1
3363,4349,5732.04,2,4,6,3,5,0,1
4014,3083,3895.7,5,7,3,4,6,0,0
1838,3206,335.69,2,3,6,6,1,1,3
4211,4566,6167.64,1,2,4,1,5,0,0
970,475,5905.77,2,7,0,1,6,0,0
2295,1139,845.44,5,0,7,0,3,0,1
2370,4028,4734.69,2,7,1,6,0,0,0
1518,452,5287.64,5,5,3,4,7,0,0
1382,4766,6006.25,2,0,6,1,6,0,1
773,2907,186.02,6,2,2,7,1,1,6
2152,718,6333.56,6,5,6,6,6,0,1
4352,3389,8516.79,2,4,0,6,2,1,7
2604,4553,303.97,4,3,0,2,4,1,6
412,2531,7330.07,3,2,2,1,1,1,6
4189,4799,6011.13,4,3,7,7,0,0,0
1577,862,8489.4,4,0,6,7,0,0,1
591,3165,9792.54,1,2,2,6,1,1,7
1028,4073,9723.21,7,2,0,2,3,0,0
2379,1580,2007.04,2,2,1,2,2,1,6
1974,841,2936.18,3,0,3,5,0,0,0
2119,4410,3615.24,0,6,3,2,7,0,1
4838,4053,3259.0,0,7,4,2,3,0,0
3574,1442,4998.81,0,0,2,4,6,0,1
3757,118,1571.58,5,1,7,5,7,0,0
840,4348,1296.33,1,3,2,6,3,0,0
4219,2588,3300.42,3,0,6,1,4,1,5
1982,54,7507.64,5,2,7,0,4,1,5
2595,999,1508.74,3,7,3,4,5,0,1
2342,2962,7736.53,3,4,2,6,6,0,0
3067,36,325.66,5,7,0,0,7,0,0
4654,129,2896.65,6,2,4,2,7,0,1
2347,4946,4800.64,2,2,6,1,2,1,4
4388,1099,861.55,3,6,6,5,7,0,1
1127,766,856.1,1,4,3,4,1,1,2
3414,3966,4156.3,2,5,6,7,7,0,0
406,3634,2261.03,4,0,1,5,4,1,6
4381,4672,7192.54,3,4,2,3,6,0,1
2885,3411,8313.17,2,5,2,7,3,0,1
968,826,7373.47,1,2,7,1,3,0,0
216,2726,9723.26,5,7,4,6,1,1,6
4691,2713,5533.17,2,1,3,6,4,1,7
2147,1775,8105.74,7,3,5,0,0,0,1
464,78,3589.73,4,5,0,0,4,1,3
4331,3797,6502.26,0,4,7,7,3,0,1
1785,2093,9367.77,6,4,1,5,7,0,0
3986,4904,2175.97,3,6,4,4,0,0,1
643,2922,3816.81,7,0,2,0,2,1,2
777,2371,8461.43,1,3,5,3,4,1,6
2462,4139,2630.55,1,3,5,1,0,0,0
3763,1503,7453.96,6,1,7,3,3,0,1
2472,1684,2362.59,3,0,2,7,2,1,4
3442,3224,6216.4,6,0,7,3,1,1,2
3011,3938,2120.43,3,3,6,6,5,0,1
4169,876,4666.76,3,6,1,0,7,0,0
1732,683,7500.89,6,4,0,4,6,0,1
1264,1395,5252.29,4,0,3,1,0,0,0
2958,164,1329.79,5,0,5,6,0,0,1
2986,1047,944.92,0,6,5,7,0,0,1
2840,4191,2655.09,3,3,6,0,2,1,7
431,2080,4147.21,3,5,3,5,0,0,0
1387,3719,2116.79,2,0,4,5,2,1,7
1614,1901,931.66,4,2,7,0,2,1,7
2139,3904,3686.62,1,1,3,4,3,0,0
1796,237,7495.79,7,6,6,2,2,1,4
532,2147,5828.14,2,2,2,2,2,1,2
2202,1852,8434.59,0,6,7,3,5,0,0
389,3574,3532.92,2,0,7,2,1,1,3
2631,4436,6902.23,4,0,2,4,3,0,1
662,4377,6769.92,6,6,6,4,7,0,1
3419,2495,1160.47,3,2,6,6,2,1,5
3819,529,1126.16,7,5,0,4,0,0,1
2065,1355,9816.84,3,7,0,3,3,0,1
4396,2990,9479.03,6,7,0,0,4,1,2
175,3547,7945.49,6,1,0,1,6,0,1
2044,3119,159.14,7,6,3,6,4,1,3
707,3287,7474.43,3,4,6,3,7,0,1
3275,1902,2573.06,4,2,0,6,3,0,1
3289,3786,1635.9,5,2,1,2,1,1,6
679,699,9996.95,2,6,2,7,6,0,1
564,4303,2585.62,6,2,7,6,5,0,0
1537,2570,2245.59,5,4,6,0,6,0,0
2503,1626,4644.3,1,7,1,7,0,0,1
4888,3818,7179.11,6,7,5,4,5,0,1
2210,634,9945.49,6,4,1,3,2,1,2
3932,2820,7910.65,4,0,2,6,5,0,0
2333,2589,7100.96,1,4,6,1,5,0,1
3547,2651,4951.17,7,3,4,5,5,0,1
197,557,5699.96,6,1,1,5,0,0,1
1163,2378,8543.63,6,2,2,2,6,0,0
2430,1097,5319.72,5,4,7,3,7,0,1
975,534,9874.69,2,7,3,7,4,1,4
449,3867,914.97,6,5,0,4,5,0,0
4020,4488,8536.78,1,0,4,4,3,0,0
4206,2944,6074.8,2,1,6,0,7,0,0
2121,398,5574.5,5,0,6,0,0,0,1
3169,2774,5579.67,4,0,5,4,0,0,1
3597,1805,8450.45,3,2,2,1,1,1,6
1292,3594,3152.43,7,7,4,3,3,0,0
890,1694,5197.3,1,6,5,1,3,0,1
3201,2406,3484.8,1,6,4,2,7,0,1
1800,4908,7631.8,5,1,3,6,7,0,1
3482,1970,242.99,3,7,3,3,0,0,1
4243,2129,9479.04,4,3,4,6,3,0,1
3948,4674,7034.04,0,0,1,4,7,0,1
165,4137,8979.69,2,1,5,2,0,0,1
4439,1458,6087.22,3,4,1,2,0,0,1
348,1382,2763.2,3,0,6,3,6,0,1
2386,4390,4623.12,3,3,4,6,2,1,2
3364,2815,4688.03,4,5,2,0,1,1,6
1548,4613,8925.4,1,3,0,7,7,0,0
4611,894,7391.92,6,3,0,1,4,1,2
2033,4564,2758.52,4,6,6,7,0,0,1
847,757,34.66,0,4,3,3,0,0,1
516,4415,5001.32,1,2,3,6,0,0,1
1900,188,6594.01,5,4,1,4,4,1,7
2493,1418,8297.55,6,0,1,2,2,1,4
3553,1342,6261.72,2,6,6,4,6,0,1
1246,3369,4173.36,4,4,3,2,1,1,3
3484,4601,8831.83,7,0,1,5,0,0,0
3901,2945,6417.39,4,3,3,5,1,1,6
4645,3733,9283.03,3,0,6,4,1,1,7
2000,2834,8551.56,1,5,5,6,2,1,2
3752,2003,8981.7,0,7,4,6,6,0,1
1791,1128,8849.74,0,7,4,0,7,0,1
3956,2000,7582.38,5,1,2,1,1,1,5
4290,1349,3742.37,0,1,2,5,6,0,0
4,1119,1409.28,4,4,6,1,7,0,1
2498,3347,5105.88,3,7,3,0,7,0,1
2446,743,3181.49,7,5,5,4,5,0,0
1946,4239,1242.84,5,2,6,0,3,0,1
272,585,4064.46,3,3,4,0,0,0,0
2850,1495,1888.37,3,5,6,5,6,0,0
1408,1739,9890.56,5,2,4,1,4,1,2
159,1513,3620.92,6,0,7,2,6,0,1
56,3232,8786.33,2,3,5,5,6,0,1
1543,596,6153.02,6,0,6,0,5,0,1
2452,324,2604.51,0,6,4,7,5,0,0
2025,4069,9911.52,3,6,2,4,6,0,0
1289,4058,1535.8,4,2,1,1,1,1,6
423,2739,9798.29,0,7,5,5,3,0,1
1016,4643,9089.09,6,0,0,3,6,0,0
2086,4854,3795.03,5,3,2,4,7,0,1
3269,4283,1395.99,3,4,1,7,5,0,0
123,3044,7707.55,7,7,0,5,3,0,1
3159,4529,4838.26,7,5,5,5,3,0,0
1217,2263,3055.25,2,6,7,0,4,1,6
3470,3852,4728.86,1,4,2,4,7,0,1
1939,690,8306.29,3,6,1,7,0,0,1
2171,293,7966.73,6,0,1,1,6,0,0
985,2164,7802.94,0,6,7,5,4,1,2
3874,3288,5536.24,4,5,1,5,5,0,1
1725,4521,1266.71,2,4,0,3,2,1,5
4300,1933,9033.07,7,1,4,0,6,0,0
616,357,7968.87,6,5,7,2,3,0,1
4303,600,7078.29,3,7,1,1,7,0,1
3855,3030,1869.04,0,1,6,3,1,1,4
1595,1251,6957.23,6,1,1,4,1,1,5
4125,3808,5687.79,3,6,2,3,4,1,3
3156,655,5413.79,0,0,6,1,3,0,0
2609,954,945.04,5,2,0,1,1,1,2
2867,3072,406.26,5,5,1,7,4,1,3
4409,648,7053.72,2,5,7,1,1,1,7
4005,3047,811.12,4,6,0,6,3,0,0
2894,3848,4204.11,1,7,3,5,7,0,0
2195,1972,7670.04,3,4,3,2,5,0,0
3416,929,1841.1,5,4,2,3,4,1,7
963,2873,5871.42,1,5,2,2,1,1,6
1797,102,6499.04,3,2,3,2,6,0,1
1473,331,7382.48,0,3,2,5,1,1,4
2187,1826,8584.06,0,5,6,0,4,1,2
2084,4342,6919.06,5,3,5,3,0,0,0
2654,2468,5059.16,3,7,4,2,0,0,0
1234,1535,7395.31,5,7,5,5,1,1,4
86,2657,8350.99,6,7,5,2,5,0,0
395,895,1029.28,7,7,6,3,4,1,2
600,1642,3246.04,2,3,7,2,4,1,6
1755,422,7970.15,6,4,0,4,6,0,0
3496,1746,2690.63,0,0,2,3,7,0,1
307,2688,8357.58,5,5,0,1,7,0,1
3952,820,8471.2,3,0,1,5,2,1,3
562,686,8351.6,3,7,7,0,4,1,6
1054,1874,9216.05,1,4,6,4,3,0,0
4570,2187,4578.39,1,3,4,1,4,1,2
195,62,4082.63,5,3,5,4,3,0,1
4766,2029,9823.78,5,0,0,3,0,0,0
4126,665,5666.56,7,2,2,3,3,0,0
4873,3572,8312.15,0,0,0,2,0,0,0
4415,996,3752.87,5,5,6,0,2,1,7
3366,1100,9357.9,6,7,3,4,0,0,0
939,668,9482.95,4,2,3,2,0,0,1
3889,61,7969.54,2,1,4,1,3,0,1
3208,828,6204.89,2,2,2,1,4,1,7
1167,1991,6037.11,2,7,1,7,4,1,4
4673,4422,6185.82,0,5,6,7,7,0,1
1141,3300,6996.98,0,3,6,0,7,0,1
611,2883,5954.84,2,4,2,2,6,0,1
2751,564,1401.7,1,6,6,1,4,1,5
1056,3068,8181.61,6,3,2,6,2,1,3
42,2529,8311.1,7,7,5,5,2,1,4
3354,152,4332.15,5,6,7,3,6,0,1
4629,3,1494.78,3,0,4,6,5,0,1
3368,2861,3744.66,3,2,7,3,0,0,1
325,3343,9125.78,5,7,5,7,3,0,1
3552,4304,7801.04,6,2,1,1,4,1,4
3480,4622,6265.89,1,5,2,5,0,0,0
2106,3185,3611.26,7,7,4,4,5,0,0
2740,2777,4537.21,0,0,6,0,2,1,5
394,601,7039.15,6,4,3,5,1,1,5
2995,3854,3428.84,2,5,4,2,7,0,0
3236,4652,9077.32,0,5,2,1,5,0,0
2490,482,2110.45,7,5,3,4,6,0,1
614,4528,9781.75,2,2,2,5,5,0,0
3806,1547,5562.4,3,6,7,0,3,0,0
64,2506,5989.86,0,0,4,4,2,1,3
3402,2697,4599.82,2,3,7,6,0,0,1
3524,2304,2780.17,1,2,2,4,5,0,0
877,4125,8748.88,3,4,2,5,3,0,0
3894,4740,2288.6,7,1,7,4,6,0,0
1084,3975,5807.42,0,0,4,0,7,0,0
2445,4570,5939.74,7,2,1,0,7,0,1
382,3213,9838.57,6,0,4,4,1,1,7
3722,2181,6845.55,0,5,5,4,4,1,7
3775,2679,718.67,5,4,5,4,4,1,7
1770,4424,1933.59,1,4,1,1,5,0,0
4166,3097,5643.43,2,1,3,7,3,0,1
1907,2408,1946.1,7,2,2,7,1,1,7
3498,1985,1107.72,7,7,2,4,2,1,5
4477,3080,3234.13,4,2,3,7,6,0,1
1139,2347,6671.59,7,5,4,6,7,0,0
3849,239,1550.07,0,6,1,4,1,1,6
4514,3130,6805.33,2,6,7,1,0,0,0
1629,3837,8721.81,0,5,5,1,0,0,1
4634,2956,278.25,0,4,4,1,7,0,1
299,1782,9895.52,6,7,6,1,3,0,0
2365,3156,4918.19,5,5,2,7,3,0,0
1511,3629,7478.19,1,0,2,0,3,0,0
2274,2302,3383.97,5,0,7,2,1,1,7
4598,4952,1626.49,7,5,4,7,7,0,0
4761,1014,4605.6,6,4,4,0,6,0,0
4737,1082,8804.98,7,4,0,0,1,1,6
690,4338,8073.57,2,4,4,3,0,0,1
990,2563,8246.37,7,2,2,1,1,1,7
2421,2025,6873.37,1,0,6,7,4,1,3
2750,988,8583.88,2,7,2,4,1,1,6
612,1218,8401.88,3,1,5,6,1,1,3
2965,1761,5749.59,0,6,4,2,7,0,1
4179,2763,9774.78,5,4,6,5,5,0,0
211,1191,6210.88,2,7,1,4,2,1,6
1214,2131,1698.32,5,5,0,6,4,1,3
3768,4232,8498.67,3,5,3,3,2,1,2
2649,2942,7160.28,7,5,3,5,5,0,0
1872,1242,8257.15,3,4,2,3,5,0,1
2246,4022,1794.43,1,6,3,4,7,0,0
911,3360,8644.67,2,6,1,3,0,0,1
3991,190,4171.18,0,3,4,3,4,1,4
3774,3641,1947.86,4,6,6,6,7,0,1
2628,868,606.79,3,5,3,3,1,1,5
1569,2313,3514.87,0,5,0,2,0,0,1
3973,580,4527.36,4,0,6,7,4,1,4
2146,3768,4464.42,6,6,5,3,3,0,0
4306,1873,1802.28,4,6,6,6,7,0,0
1254,2138,3358.18,0,4,7,1,0,0,1
8,3917,1714.62,3,0,3,2,3,0,1
3280,4404,1353.33,0,1,1,5,4,1,4
1774,1898,408.34,1,3,2,7,2,1,7
3114,4275,7390.7,3,1,7,6,7,0,1
2064,2714,8459.5,6,2,2,6,4,1,5
1106,981,9133.13,6,2,0,5,6,0,0
1867,980,1828.85,7,4,6,5,2,1,2
2437,4579,7650.73,0,6,0,6,7,0,0
3997,2479,9738.66,5,0,5,4,0,0,1
3249,1534,7348.87,5,7,5,2,5,0,1
4434,1473,9541.59,1,1,4,3,5,0,1
2507,2680,6584.41,7,6,6,7,1,1,2
1565,3122,2574.87,2,0,5,0,2,1,3
3654,2803,6276.66,6,3,4,4,4,1,6
3864,4872,4986.49,5,1,2,7,4,1,6
2237,797,6304.2,5,1,1,7,2,1,6
1668,2435,5130.1,2,4,4,0,1,1,2
4213,19,657.45,7,7,2,6,0,0,0
4480,1762,1444.59,5,2,3,7,7,0,0
1098,3060,613.7,5,1,7,1,7,0,0
3172,1713,2800.21,7,7,6,4,1,1,2
4900,3366,3692.3,5,0,2,4,4,1,5
1957,4583,3221.28,7,0,6,0,6,0,0
3153,712,5178.65,7,6,5,2,4,1,4
2240,681,607.07,6,3,2,4,0,0,0
4988,4227,3395.87,2,3,7,3,2,1,7
974,4235,4313.2,5,2,7,2,7,0,1
3587,2295,8214.91,6,6,5,0,1,1,6
3239,3567,8971.06,0,0,6,1,1,1,7
830,1730,5050.73,4,3,1,4,0,0,0
896,1032,1303.34,2,7,0,7,3,0,1
381,2988,9751.27,1,6,0,0,7,0,1
302,161,8827.36,7,4,5,1,2,1,7
844,2759,8461.22,7,0,3,0,1,1,2
1278,1446,8623.2,6,7,0,4,5,0,1
390,754,4155.44,1,6,0,7,2,1,5
379,1195,8816.19,5,6,6,6,4,1,7
839,1270,4033.5,3,5,1,3,0,0,0
2573,1874,6767.82,2,2,5,0,5,0,1
2919,1589,2514.11,5,3,0,6,7,0,0
1655,3377,3039.09,3,5,1,6,7,0,1
763,2534,2451.21,7,5,1,6,1,1,3
2952,4352,6789.23,3,6,7,4,3,0,0
3888,332,3173.56,3,6,4,5,5,0,0
4926,2056,3504.53,1,5,2,7,4,1,2
1934,3066,1058.18,3,0,6,7,6,0,1
919,4616,9316.72,5,1,3,5,6,0,1
1078,4034,4752.8,0,4,6,0,0,0,1
2456,2870,7824.87,4,3,4,2,0,0,1
3723,1659,5210.53,4,2,5,5,1,1,5
2362,4337,874.85,6,4,0,4,0,0,0
1015,1931,2863.25,6,2,6,6,2,1,7
723,1695,2679.17,6,2,3,5,4,1,5
2943,2242,1826.4,4,7,7,6,1,1,5
1572,4361,8846.85,0,3,7,7,0,0,1
4096,3872,7764.49,4,2,5,6,6,0,0
3646,2959,7906.91,6,4,6,4,1,1,3
2394,1050,4920.2,2,2,6,1,4,1,3
1980,50,3546.18,5,3,7,1,0,0,0
1808,3316,6481.61,6,2,6,1,3,0,0
590,1526,6439.89,2,0,1,7,1,1,6
484,3736,1494.89,6,4,3,2,3,0,0
2839,1072,7588.57,4,3,1,6,1,1,4
2632,3297,6801.95,3,6,3,4,4,1,4
639,1164,7979.07,1,1,0,4,6,0,1
3622,92,5894.71,3,7,3,6,0,0,0
4079,657,9125.26,3,3,4,3,5,0,0
1251,1785,9004.12,2,3,4,3,0,0,0
4499,582,8397.66,4,6,7,7,5,0,0
220,1281,7373.87,6,4,2,0,4,1,2
4155,4194,2990.55,0,7,5,2,2,1,6
4727,4981,4051.87,0,2,5,0,3,0,0
1385,25,7424.8,4,5,4,0,7,0,0
291,4296,469.16,5,6,6,7,2,1,6
1777,4702,6988.11,4,2,5,6,0,0,0
1713,2036,6804.97,4,2,4,0,5,0,0
3341,536,234.25,0,1,0,5,1,1,3
929,4004,8106.17,3,2,7,7,7,0,1
883,187,4055.48,2,7,3,6,6,0,0
3811,1208,2247.25,6,3,6,3,5,0,1
4084,1651,3472.97,1,0,1,0,0,0,0
2224,1228,1369.03,4,6,1,4,1,1,5
2712,3588,3822.29,6,7,6,3,0,0,1
1314,1046,8208.39,7,3,4,7,0,0,0
2892,3721,7317.17,5,0,3,7,1,1,4
4426,1226,6496.05,4,0,3,2,6,0,0
4157,1869,5282.91,5,1,7,3,7,0,1
3270,3386,970.14,0,1,3,6,2,1,6
2436,1377,7514.41,6,1,5,2,7,0,0
2340,3005,5519.81,0,5,4,5,2,1,6
1038,198,4997.84,3,3,5,1,6,0,1
2486,2692,3218.18,6,5,4,6,7,0,0
1811,4703,5881.8,7,7,5,2,1,1,6
4752,3575,2993.3,3,4,4,0,6,0,0
4043,2709,6346.63,6,1,1,5,0,0,0
2830,4354,6785.72,1,7,1,1,1,1,4
2888,205,7660.6,3,1,3,6,5,0,1
4308,4490,1856.03,5,5,4,0,1,1,6
318,1207,2099.73,0,2,0,1,0,0,0
4701,3356,2922.18,7,7,3,1,4,1,2
