Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type
1193,1115,8477.12,6,2,2,5,5,0,1
4077,3664,3622.67,3,0,0,7,5,0,0
3194,2761,186.97,7,5,4,7,0,0,1
3276,1491,8430.62,4,6,5,7,2,1,3
3521,1073,9445.7,0,4,0,2,7,0,0
2847,3029,4277.76,7,1,2,5,6,0,0
1392,2407,6638.35,4,4,4,5,4,1,6
2505,1214,2087.44,5,1,4,3,3,0,1
3355,4108,4429.35,3,2,1,7,6,0,1
3488,4928,7375.12,5,5,3,3,5,0,1
798,1671,1364.96,3,6,6,1,1,1,5
3868,4853,7848.2,3,5,1,3,6,0,0
284,1289,3576.74,7,3,1,6,5,0,0
1734,4484,4874.87,3,3,5,5,6,0,1
1829,2606,9644.72,4,1,4,1,4,1,6
3765,3190,6208.48,3,3,6,5,6,0,0
3105,4221,3455.95,2,6,7,5,2,1,6
3562,2353,5433.99,5,4,1,3,0,0,0
1204,2544,1136.18,1,1,2,2,5,0,1
2422,2826,2336.82,0,1,6,0,5,0,0
4854,2921,650.94,6,1,4,7,2,1,5
3092,3525,7244.35,1,4,3,1,1,1,6
1817,2117,3249.1,3,6,1,5,4,1,6
3746,4385,3619.0,6,6,7,6,5,0,1
3921,466,5889.63,1,3,1,4,0,0,1
2667,1189,6661.4,4,3,5,5,0,0,1
1710,2538,1974.35,7,0,4,7,3,0,0
4112,1457,1153.06,5,5,5,5,5,0,0
3023,1284,5588.91,1,6,3,1,1,1,3
746,4369,4419.63,1,5,6,7,4,1,3
1252,375,9485.24,7,3,4,6,3,0,1
305,2144,2971.5,6,4,3,0,2,1,6
2726,1683,592.06,7,2,0,3,4,1,6
648,2366,5101.45,5,3,4,4,1,1,6
3374,4161,5160.78,7,0,3,7,4,1,7
3583,110,7232.77,0,0,4,3,2,1,4
3710,4710,8916.93,4,3,6,4,3,0,1
2393,3935,3630.5,0,4,3,2,3,0,1
2869,1122,2455.35,6,5,6,4,3,0,1
965,403,28.28,0,4,6,0,2,1,2
3613,111,2093.97,1,0,1,2,2,1,4
1501,4737,3467.58,2,5,3,0,7,0,1
90,2118,6936.98,5,6,7,6,3,0,1
1468,3329,4322.76,5,0,0,1,2,1,7
3171,3725,5896.67,3,6,4,0,7,0,0
1617,3769,9875.98,0,2,0,6,1,1,4
3004,1655,7305.75,6,7,1,1,0,0,0
3825,4396,4291.74,4,3,1,7,4,1,6
1837,2636,9619.63,6,7,2,2,0,0,0
2679,4074,6613.63,4,0,2,5,0,0,0
2913,286,1902.67,6,4,0,5,0,0,1
1806,39,4365.33,4,3,1,6,3,0,1
3930,2743,7329.39,3,7,1,5,2,1,5
750,3328,4631.21,6,1,6,6,0,0,0
2522,3321,1096.87,6,2,3,4,4,1,5
4630,3579,6953.77,5,4,2,5,7,0,1
4230,3394,4387.71,0,6,3,1,2,1,2
182,4483,9497.44,2,4,4,4,2,1,6
192,4806,7413.44,2,4,7,4,6,0,0
3908,688,3871.23,1,7,3,3,3,0,1
4706,531,24.2,2,0,4,1,5,0,0
3133,3892,4914.34,0,7,2,6,0,0,1
756,3431,1189.79,5,3,3,7,6,0,0
3754,2862,4879.24,5,7,4,1,2,1,3
4800,1734,7750.9,3,3,6,3,4,1,5
539,3600,1535.44,7,6,2,0,3,0,1
4915,675,4110.86,4,5,0,1,7,0,0
360,392,9654.74,4,3,7,2,2,1,5
4456,4362,2216.92,6,2,5,6,2,1,4
4359,4865,2575.62,2,2,2,4,6,0,0
153,3363,4164.74,2,3,3,3,3,0,0
342,2095,1977.44,5,5,0,3,3,0,0
4931,985,8929.78,3,7,7,5,3,0,1
3572,2916,7626.32,3,0,2,5,3,0,0
2124,3479,6528.82,3,7,0,6,7,0,0
2107,1428,7907.63,6,5,6,3,0,0,1
2292,423,1392.67,1,3,5,1,1,1,2
4225,4093,319.5,4,2,2,4,5,0,0
4493,1781,794.4,2,3,2,2,0,0,0
1089,3494,2835.39,6,3,5,3,7,0,0
570,147,9872.1,7,5,3,3,0,0,0
4373,2358,1888.69,6,5,2,4,5,0,1
2026,912,2043.5,6,5,5,1,1,1,5
92,1650,8632.05,7,5,5,7,1,1,6
2351,3025,7942.1,2,5,0,3,1,1,4
2382,3500,9599.75,6,0,5,4,2,1,5
4199,1538,3030.67,2,5,0,6,2,1,6
3881,60,6893.04,7,6,1,5,0,0,1
190,254,6463.26,0,0,4,3,5,0,1
4114,2212,693.78,6,0,3,3,0,0,1
486,4690,6403.59,1,0,4,2,1,1,4
461,4496,9907.19,0,1,7,0,4,1,6
17,4664,1376.38,7,5,4,3,5,0,0
2792,3734,4978.54,6,3,0,1,5,0,0
4885,3826,1806.04,6,2,5,1,2,1,3
9,807,5672.48,5,6,1,2,6,0,1
2767,2874,4196.39,0,4,2,0,2,1,3
752,3392,8011.86,4,2,2,4,5,0,1
2681,918,5577.55,4,6,2,1,1,1,2
4019,416,9676.32,3,3,6,2,1,1,3
4546,4374,4890.97,0,4,5,5,5,0,0
1350,1470,985.63,1,2,6,5,1,1,3
3612,4679,748.75,3,6,1,0,6,0,1
3702,2669,8357.01,0,6,3,5,3,0,0
257,3009,646.39,6,3,5,5,6,0,1
814,1988,4666.0,6,2,5,1,4,1,2
1718,3307,8200.97,5,3,1,4,6,0,0
1631,2165,1400.16,0,5,2,6,2,1,4
4775,1132,6400.62,0,3,6,2,3,0,1
2989,941,2592.72,2,5,2,1,4,1,2
500,73,6828.89,1,5,7,1,0,0,0
3717,2554,3712.92,6,5,0,3,7,0,0
2298,113,2188.74,2,2,6,7,1,1,7
857,227,1135.7,0,1,4,1,6,0,1
1930,2767,3085.55,6,5,0,5,2,1,2
4137,3655,4496.49,4,4,4,7,1,1,3
0,3499,8166.32,1,7,3,5,5,0,1
4604,1853,5613.33,0,0,0,6,3,0,1
4870,3820,8619.53,1,5,5,2,2,1,3
3098,1780,4389.17,6,0,4,4,0,0,1
1729,4844,8240.93,7,1,0,6,0,0,0
290,3418,2110.85,0,3,2,4,2,1,7
312,920,4571.47,6,1,6,4,4,1,5
1403,971,7934.5,0,0,5,2,5,0,1
440,4514,5422.26,0,7,3,3,1,1,3
656,1364,7129.64,3,6,2,4,6,0,0
215,3752,8582.58,0,5,7,0,4,1,7
3934,4327,9804.05,4,0,0,4,2,1,4
850,4132,907.3,4,5,7,3,0,0,1
1241,1351,3399.73,6,4,4,2,0,0,1
417,377,5775.53,7,6,2,2,2,1,5
4377,3345,3251.8,7,0,2,2,5,0,0
2097,4891,8725.6,1,7,1,0,2,1,4
2873,659,2013.18,2,2,0,6,2,1,3
2615,1456,3028.75,3,4,2,5,2,1,6
4534,3451,2486.15,2,0,6,3,0,0,0
2287,3215,9500.14,4,5,5,7,3,0,0
1604,548,7019.55,5,1,0,0,7,0,0
579,4938,2041.03,3,4,6,3,0,0,0
1711,310,4090.13,3,2,4,0,7,0,1
504,3484,5825.14,2,0,2,2,3,0,0
1437,3381,1825.66,5,0,6,5,0,0,1
1556,4726,5531.16,7,2,5,0,3,0,1
748,4518,9159.68,3,3,4,2,2,1,6
2695,4301,7494.39,7,3,4,5,1,1,3
3760,2507,496.7,5,6,3,7,0,0,0
1417,3233,3490.74,5,5,6,0,4,1,3
1534,2278,254.72,1,5,1,2,7,0,0
4582,3243,3335.7,1,4,5,5,6,0,0
3076,2425,530.59,4,1,2,2,0,0,1
1558,1524,9987.25,0,2,1,3,0,0,0
207,1437,6148.34,1,6,3,1,0,0,1
2962,4130,8451.05,1,6,5,3,5,0,0
3550,292,4053.87,0,3,5,7,4,1,2
1652,2684,8860.14,7,1,2,5,5,0,0
2056,2159,6080.3,7,0,5,7,3,0,0
1398,4967,9877.28,6,1,4,7,3,0,1
710,4447,5520.36,7,0,4,3,6,0,0
2544,4610,7794.02,2,6,7,2,2,1,2
674,4927,7674.36,6,7,2,7,7,0,1
2410,1920,7994.4,3,6,7,2,4,1,7
4208,903,456.77,6,4,3,3,0,0,0
4395,689,3688.0,0,3,1,2,6,0,0
795,1523,1958.44,5,0,3,5,2,1,2
236,4292,4691.47,6,7,0,2,4,1,2
396,3017,7924.44,2,0,6,2,0,0,1
4351,2038,648.94,3,3,0,4,6,0,1
2123,253,4086.93,2,2,2,0,7,0,0
3674,1816,2549.25,1,4,1,2,5,0,0
2626,35,748.56,6,3,7,4,6,0,1
4041,3507,9752.36,4,5,2,1,4,1,3
4739,3096,4450.64,7,7,7,3,1,1,2
2188,3539,5018.71,5,7,7,1,0,0,1
720,1945,8464.0,3,3,4,4,7,0,1
4212,833,5283.46,5,5,6,4,3,0,1
3365,3480,1142.21,6,1,4,1,1,1,2
2509,3409,2068.64,5,7,6,1,5,0,0
2122,1849,7089.81,7,7,7,3,7,0,0
2755,3940,4861.26,2,4,3,5,1,1,5
2665,2745,4832.85,6,1,3,5,0,0,1
1280,4423,9070.04,3,4,1,5,0,0,0
4223,4764,4072.28,4,2,0,2,0,0,0
4600,1380,3572.19,3,1,7,6,0,0,0
2003,3787,5070.92,1,7,7,5,7,0,0
846,1583,6534.31,0,7,1,6,7,0,1
83,4645,4333.47,5,0,1,6,3,0,0
571,3001,6929.4,7,1,1,5,1,1,2
689,4264,2506.91,5,0,1,6,2,1,5
3139,2119,4175.85,3,3,4,1,5,0,0
2432,568,811.38,1,7,1,0,2,1,6
4674,3843,9062.01,1,6,7,7,5,0,0
2705,3155,7574.04,3,7,6,5,0,0,1
4042,2547,6710.25,4,6,3,0,2,1,4
4512,74,1507.67,0,7,5,6,6,0,1
731,3874,7215.0,5,5,5,4,1,1,5
4387,1034,7151.22,3,3,7,3,4,1,2
3845,2505,6769.07,5,4,6,5,4,1,6
3890,1839,5954.13,6,0,3,5,7,0,1
4086,2331,3084.46,7,0,3,2,2,1,5
3887,3154,4519.11,2,0,6,4,0,0,0
62,2493,8293.67,6,4,6,2,4,1,7
1736,4735,2148.26,6,0,7,2,5,0,0
4435,2740,5436.1,1,6,0,7,5,0,1
871,773,37.92,7,1,4,0,5,0,0
188,3313,5682.54,0,7,7,5,7,0,1
4535,1900,8396.32,5,3,3,6,7,0,0
4773,326,3369.6,1,3,3,7,4,1,3
4255,3211,743.71,4,0,4,1,5,0,0
4790,4201,8707.62,1,0,4,4,5,0,0
3619,233,3118.15,1,6,3,7,5,0,1
3186,714,9269.83,1,4,0,2,5,0,0
3708,788,1511.61,6,6,4,5,3,0,1
2769,2293,1221.06,1,1,3,6,1,1,2
1600,4076,2139.65,6,1,6,2,0,0,0
1151,4441,3723.94,6,7,7,7,3,0,1
3651,396,947.33,5,0,2,0,5,0,1
4722,3861,7161.04,1,2,6,2,4,1,7
4062,138,1184.91,2,3,4,0,2,1,6
3351,3198,3006.76,4,7,1,6,7,0,1
3688,3678,2916.13,7,1,5,4,5,0,1
2790,1194,3345.08,4,4,4,0,5,0,1
2496,1677,3294.33,7,5,4,0,0,0,1
4102,1425,9805.53,5,1,0,7,7,0,0
1072,4480,3953.88,4,6,7,4,5,0,1
509,4228,7744.92,6,4,7,4,1,1,2
463,2731,6581.89,4,2,1,0,0,0,0
773,2386,6207.94,1,7,6,6,4,1,5
1261,2348,7802.91,5,4,3,2,5,0,1
241,4001,9652.97,0,1,4,4,0,0,1
1559,1217,5158.01,2,6,0,6,3,0,0
4597,4100,4020.52,4,1,7,4,3,0,0
4559,3895,9073.33,0,5,2,3,3,0,1
1176,229,334.14,5,4,3,4,6,0,0
469,4259,9001.14,4,3,6,3,7,0,1
3204,1536,1709.11,2,1,2,0,2,1,5
4000,3055,1778.81,1,5,5,0,7,0,0
2517,3051,3529.29,0,2,7,6,7,0,0
1738,4705,4363.77,5,7,3,5,2,1,3
28,1616,8362.99,7,3,4,7,2,1,2
2555,474,7773.66,7,2,4,6,2,1,2
526,4495,752.24,6,6,6,4,3,0,1
1378,1140,7429.61,4,7,0,1,2,1,7
3343,752,7214.86,2,2,7,1,2,1,2
231,3340,7784.87,2,1,6,3,2,1,5
3071,252,6547.04,4,6,0,0,1,1,7
1698,1649,3951.77,6,6,5,6,4,1,5
3909,1019,2466.42,1,3,2,4,5,0,0
3348,1039,333.36,6,7,3,7,2,1,6
3544,2934,4475.29,3,3,4,0,3,0,1
2201,4979,3443.15,3,6,3,2,1,1,3
3466,1279,4807.27,6,7,0,3,2,1,5
4816,1976,1940.07,4,1,1,5,6,0,1
4631,1476,5677.42,2,7,6,4,2,1,6
1272,1749,8996.46,2,2,3,1,4,1,6
4365,4736,5863.06,6,6,2,6,2,1,7
1067,545,1048.31,1,1,1,7,7,0,1
2586,721,8259.99,3,4,4,6,5,0,0
1866,2758,6665.95,6,4,3,5,6,0,1
3476,3116,424.5,5,1,7,5,4,1,3
2592,1594,2379.47,6,4,0,3,7,0,0
3725,3642,4140.75,0,1,0,0,2,1,7
1987,4493,3733.8,3,6,3,4,5,0,0
1344,2396,7848.39,0,3,5,1,3,0,0
288,3564,6229.85,0,1,2,0,6,0,0
2031,3336,2220.08,3,7,3,4,4,1,6
2620,1635,3098.83,1,7,2,2,7,0,0
4520,2432,9457.11,7,7,0,4,1,1,7
4153,4675,7094.48,4,4,3,5,2,1,5
1400,3546,6311.79,5,3,0,1,5,0,0
346,2516,8975.89,7,5,4,3,2,1,2
2103,415,9384.75,1,0,1,4,0,0,1
4261,4659,4950.73,5,6,0,3,5,0,1
2199,1807,3280.06,1,2,2,0,3,0,0
2153,1151,8152.12,2,2,7,4,7,0,1
2874,1801,6660.32,0,7,6,2,0,0,1
3878,692,1797.0,0,1,5,4,6,0,1
4670,2191,9739.76,4,3,4,0,0,0,1
4217,3887,8199.73,6,7,5,0,6,0,1
1634,732,4528.99,0,2,1,2,4,1,3
3824,1057,352.2,0,4,1,6,4,1,4
1256,3559,8867.27,4,6,6,1,4,1,4
4980,3449,8822.26,0,7,6,5,4,1,4
1285,2180,9031.5,3,1,3,4,4,1,2
1317,4136,8155.39,1,5,4,0,3,0,1
3007,1271,8975.77,2,4,3,7,1,1,3
2933,653,8975.66,2,2,4,5,7,0,0
3337,4582,3398.26,0,5,7,6,6,0,0
2473,2793,3049.7,1,1,4,4,7,0,0
2718,3476,8916.82,2,6,6,1,1,1,3
3244,2893,312.47,3,0,2,2,7,0,1
4117,3019,1585.03,7,2,7,1,3,0,0
1594,302,9396.25,0,7,6,3,6,0,0
4879,4312,6587.67,3,5,7,0,5,0,0
2451,2569,475.21,5,2,0,7,5,0,0
3305,2572,2786.17,0,2,5,6,0,0,0
4953,2663,8265.37,2,5,2,4,6,0,1
2341,2402,433.88,4,0,4,6,1,1,3
2098,1365,4367.73,7,6,2,0,3,0,0
4327,3481,6658.47,2,5,2,4,3,0,1
3743,3927,2561.56,6,2,7,3,7,0,1
2836,573,3553.08,3,7,2,4,4,1,6
2190,2385,6484.39,7,6,1,3,3,0,1
1931,1548,5052.34,2,1,3,2,3,0,1
2559,2706,1073.9,4,7,0,3,0,0,1
1814,2802,7980.16,6,1,1,5,7,0,0
44,3159,7165.92,6,2,3,0,7,0,0
2864,387,3652.06,6,6,1,4,3,0,0
1083,3015,1643.04,0,7,1,7,5,0,0
1623,927,7592.01,2,3,1,4,6,0,0
12,3412,2815.33,7,4,5,4,1,1,5
1389,352,1047.11,6,5,7,7,7,0,1
3331,1574,4313.49,0,3,1,4,0,0,1
2545,3204,717.33,6,6,0,1,6,0,0
2916,4763,8831.75,0,1,6,6,2,1,7
1058,3084,1188.69,3,4,7,2,2,1,2
3199,3625,5829.5,7,1,0,6,0,0,0
3339,186,4564.34,5,7,4,0,6,0,1
3295,2200,2232.24,3,4,7,4,3,0,1
4034,210,7168.32,5,3,4,1,7,0,0
243,503,6215.13,7,6,6,7,2,1,4
902,1542,541.01,7,4,4,5,2,1,5
2094,719,8432.83,5,3,5,7,3,0,1
749,4909,6604.06,2,1,5,2,0,0,0
3197,383,3113.94,7,7,3,6,0,0,1
1593,4197,9249.49,6,0,7,4,7,0,1
3705,4901,7315.2,3,1,7,2,7,0,1
3126,3212,3565.85,5,7,5,4,0,0,1
1077,2339,7532.35,3,3,6,4,4,1,3
4107,3301,1539.32,5,1,0,7,6,0,0
1610,4078,6545.81,2,0,6,0,6,0,0
1461,3727,6082.64,3,1,2,4,3,0,1
3620,4282,1356.21,7,5,7,7,0,0,0
2317,4234,5666.46,6,7,3,7,3,0,1
1371,4302,3326.6,0,2,4,0,0,1,2
1820,2377,151.76,5,3,6,4,4,1,6
2215,502,6056.36,6,0,0,4,2,1,4
552,4858,7972.29,1,7,3,7,2,1,6
3047,717,8787.02,5,0,7,6,6,0,0
4942,1584,2569.97,0,0,4,7,3,0,1
558,1829,6676.25,0,4,1,5,1,1,4
4916,2953,9007.27,3,6,2,2,6,0,1
3759,249,1588.84,6,5,3,4,0,0,0
1848,808,3103.46,4,4,0,6,6,0,0
2925,3124,1850.45,4,6,0,7,2,1,5
2950,1129,8065.85,2,1,6,4,4,1,3
98,654,2417.11,2,2,4,3,0,0,0
3069,4956,4825.33,5,0,6,1,7,0,1
1118,3022,3542.53,1,4,7,5,0,0,0
4143,1631,989.17,3,4,5,2,6,0,0
3481,544,6836.36,5,0,7,6,6,0,0
1697,3308,8210.11,6,7,5,1,2,1,4
1288,317,7260.43,6,1,0,2,6,0,1
3027,1672,9148.37,7,1,6,4,4,1,6
3871,323,8154.22,6,3,5,6,3,0,1
4152,2751,1069.32,6,4,5,5,1,1,5
1198,2905,8303.94,6,5,5,0,3,0,0
3005,2460,311.14,1,7,5,4,0,0,0
2052,2357,3671.51,4,5,4,6,3,0,1
121,1378,2090.73,6,4,0,0,5,0,0
949,3914,3567.62,7,1,0,3,0,0,0
4207,791,2831.45,6,5,0,6,7,0,0
3968,1896,6596.55,4,6,7,5,4,1,5
2727,4196,8671.27,7,5,1,2,0,0,0
3885,2721,8016.52,6,7,4,1,6,0,0
2120,2113,5462.61,4,7,5,5,5,0,0
1949,949,4867.21,5,7,6,6,6,0,0
1528,4008,7559.52,2,3,1,2,4,1,3
1696,2426,2058.77,5,4,2,0,1,1,4
1348,1424,4757.14,2,7,7,2,5,0,0
1565,3912,3681.64,3,1,1,7,2,1,7
1910,4630,387.21,5,1,3,6,7,0,0
561,1979,7724.04,4,5,3,0,7,0,0
3219,4373,4451.36,0,1,1,4,0,0,1
4210,1806,2222.68,7,2,0,0,1,1,7
3477,2560,5876.05,2,7,2,1,6,0,0
4836,1385,4348.26,7,3,0,4,0,0,0
4642,2008,9489.48,0,7,1,5,7,0,1
2571,1287,9174.89,3,4,0,7,6,0,0
157,2746,5472.9,6,4,7,5,3,0,1
2608,440,7962.41,1,0,7,5,6,0,0
2786,2384,1406.37,1,3,5,7,1,1,6
1046,848,1396.0,0,7,6,6,0,0,1
4424,1070,1199.52,7,1,4,7,7,0,0
3250,3535,7955.3,5,0,5,4,5,0,1
978,3106,9261.17,3,4,5,4,5,0,1
306,3074,243.25,7,6,1,6,2,1,3
3935,230,9887.04,3,3,4,4,0,0,0
1922,1862,4058.52,7,4,3,3,4,1,3
2593,1652,8709.11,3,1,6,5,6,0,1
109,3846,8201.6,5,4,4,2,7,0,0
426,1591,7427.13,4,4,3,7,0,0,0
613,2079,7706.41,3,3,4,7,1,1,7
1689,4316,1379.37,5,0,2,0,4,1,6
4242,1439,374.03,0,3,7,6,6,0,1
4009,4943,2140.07,6,3,6,7,0,0,0
2813,856,1495.39,0,4,0,1,2,1,6
2328,4504,3488.51,4,5,5,1,3,0,0
3292,3662,6078.28,6,1,6,4,5,0,0
4483,4321,539.03,7,4,5,2,5,0,1
3423,972,4935.83,3,7,4,6,0,0,0
1099,4075,8815.16,3,7,5,4,3,0,1
2983,2237,9196.06,1,2,2,1,5,0,0
2671,1246,7404.03,6,1,3,5,2,1,5
3335,2723,2042.92,7,5,4,5,3,0,0
4473,509,5006.59,6,2,5,4,3,0,0
4131,1648,3687.95,6,4,1,0,3,0,0
36,2837,3405.03,7,2,1,4,5,0,0
1899,4834,7156.45,0,1,7,6,4,1,5
68,3860,8525.22,4,2,0,4,6,0,0
819,4511,1222.23,2,7,4,0,1,1,5
1221,4110,2865.21,1,0,1,3,7,0,1
2278,3551,2726.63,5,4,6,2,2,1,4
245,3795,9739.5,1,4,0,3,1,1,3
3028,821,514.89,7,4,6,5,5,0,1
3852,3881,9664.98,6,3,1,6,1,1,4
3542,4684,1711.34,6,1,0,3,3,0,1
4938,2216,4361.01,0,3,4,5,5,0,0
367,1798,3868.1,5,4,7,5,3,0,0
3862,3571,5605.45,1,1,2,3,7,0,1
393,2319,6605.28,6,6,5,4,4,1,5
2640,3153,1036.21,4,1,6,6,7,0,0
1929,4919,1451.58,6,0,5,7,3,0,1
2494,2253,8326.8,5,0,1,3,4,1,5
3631,1210,6310.85,6,5,0,2,1,1,4
304,172,3813.57,2,1,6,0,5,0,1
4653,1585,5780.92,3,6,7,4,3,0,1
3487,1186,2906.06,7,7,4,5,6,0,0
1832,4863,8955.68,1,4,1,2,6,0,1
4566,3585,7313.77,3,3,7,3,5,0,0
3479,1181,44.39,5,6,4,4,3,0,0
610,1334,3875.53,5,3,2,7,3,0,0
2936,3289,9425.57,0,3,3,5,7,0,1
3220,839,2252.7,2,1,6,2,5,0,1
4301,3028,2662.31,6,7,3,7,6,0,0
3895,4516,9922.47,0,6,4,7,1,1,3
1196,3157,7888.29,6,1,4,6,6,0,1
4526,4732,9510.37,6,2,3,1,1,1,7
1865,15,5981.46,1,0,7,3,3,0,1
4745,1381,3438.51,6,0,7,6,7,0,1
3388,2808,1911.71,0,3,1,1,4,1,7
3180,48,5433.71,1,7,6,4,7,0,0
2164,1627,2576.92,5,5,7,0,5,0,0
4486,2223,4817.76,6,7,1,6,0,0,1
2574,2782,3319.67,5,7,4,7,1,1,3
1662,4036,4707.42,0,5,5,1,0,0,1
4979,4237,1707.73,5,1,4,4,0,0,1
3505,1392,8075.3,5,7,6,7,5,0,1
2053,3514,8275.16,3,5,3,7,5,0,0
65,4588,1924.99,2,0,3,2,6,0,1
1404,287,8783.13,2,1,4,2,1,1,7
2527,2239,3147.05,5,0,5,4,3,0,1
1092,371,5507.14,2,7,1,5,4,1,4
405,3898,5568.88,5,1,4,5,0,0,0
189,409,8738.16,6,5,0,7,4,1,4
1500,3079,5617.83,7,1,2,5,7,0,1
2728,1699,7999.15,3,1,2,4,7,0,1
1117,1028,7301.15,1,2,6,7,5,0,0
3458,3031,2364.53,4,2,4,5,7,0,1
1898,7,1721.93,6,0,6,6,2,1,7
966,1108,5803.14,3,2,6,6,6,0,1
1661,4097,8188.09,5,4,3,1,4,1,7
178,108,1558.03,2,5,0,5,2,1,5
3919,1737,872.5,6,6,5,0,6,0,1
969,4730,161.51,1,0,5,1,5,0,1
4130,301,8716.7,5,6,2,5,6,0,0
4871,146,7853.13,4,7,3,0,3,0,1
4185,4151,6047.22,7,0,2,4,3,0,1
2566,778,5695.61,1,7,5,7,7,0,0
1266,1578,8497.77,7,7,7,5,6,0,0
1413,3253,2197.79,0,1,2,6,7,0,0
2862,473,2654.87,1,6,4,1,7,0,0
174,609,746.36,1,5,3,7,5,0,1
4115,4225,4488.29,2,3,6,4,2,1,4
4033,2571,5971.8,3,3,6,5,5,0,0
2638,4308,5306.92,6,3,2,4,3,0,0
3892,2002,4953.91,6,2,2,7,3,0,1
4925,87,3898.71,4,3,7,4,5,0,0
3998,2176,150.67,7,5,2,4,1,1,4
2583,4980,8772.83,0,6,3,7,1,1,6
546,3705,6957.35,0,2,1,6,3,0,1
991,4392,866.24,3,2,5,7,2,1,3
2002,343,4462.8,4,6,7,3,0,0,0
2565,2581,3235.1,0,1,4,6,6,0,1
1513,506,3370.04,1,0,0,5,6,0,1
4275,3929,3075.86,1,2,2,2,5,0,1
3519,3323,1241.23,6,1,1,0,2,1,4
1805,2939,2008.49,0,3,2,7,0,0,1
3298,1716,3239.97,6,5,3,3,3,0,1
2039,3324,9782.7,0,3,1,1,1,1,7
2832,1735,437.11,5,3,0,6,5,0,0
3922,3712,8721.91,3,7,7,3,0,0,0
139,3570,413.59,5,1,1,3,3,0,0
3378,1886,673.1,7,6,4,5,0,0,0
747,1066,5835.37,1,5,0,0,1,1,3
3627,871,1161.44,2,3,6,2,3,0,1
2058,3763,6614.52,5,1,5,5,0,0,0
3848,1757,6414.01,4,7,7,3,1,1,7
1954,3118,8304.95,7,0,0,1,7,0,0
23,3285,5247.12,4,3,2,0,3,0,0
2046,3364,4520.6,6,4,3,7,7,0,1
444,3468,4476.21,1,7,6,3,5,0,0
4690,725,7053.77,5,0,1,4,6,0,0
2242,1013,8469.26,1,0,4,5,4,1,3
3243,2317,9506.95,1,6,4,6,7,0,0
2764,1736,2481.28,0,3,5,2,6,0,0
3147,694,6665.69,0,5,0,0,2,1,6
4253,3361,3851.99,6,5,5,2,6,0,1
222,4644,3680.24,6,4,6,0,3,0,0
3483,1203,1598.66,3,4,0,2,0,0,1
4098,3102,4196.36,4,3,0,3,7,0,0
2150,2766,9317.49,3,4,2,3,0,0,0
2915,189,2843.19,1,0,1,6,3,0,0
1290,3489,7920.82,3,5,1,4,5,0,0
31,3731,368.08,3,5,3,2,3,0,0
946,3320,2660.29,1,2,7,6,2,1,5
3769,3926,8226.2,6,1,6,2,6,0,1
1581,2390,4732.76,0,5,1,5,3,0,1
3499,414,637.88,0,1,1,7,2,1,4
536,3112,5901.66,5,3,2,1,2,1,5
2576,2582,3180.72,0,7,2,4,0,0,1
3077,2788,9056.37,4,6,6,0,1,1,4
1715,353,9056.36,6,4,5,0,3,0,0
2015,3703,2153.87,7,3,2,5,7,0,1
1000,1928,6030.32,4,7,4,4,7,0,1
537,4986,7977.17,0,1,2,7,6,0,0
4677,546,3358.58,4,7,2,3,1,1,3
4710,4825,9464.56,2,4,1,6,4,1,7
3447,2328,5704.17,7,0,2,2,7,0,1
1297,2744,7107.54,2,5,2,4,4,1,7
4496,4387,7638.22,7,2,7,4,5,0,0
4345,3849,3253.23,7,0,0,3,5,0,1
1919,2585,4674.55,5,1,1,0,0,0,1
3185,1612,4548.62,4,3,5,5,1,1,2
1360,622,7935.16,6,4,0,2,7,0,0
2358,2153,5741.06,7,2,6,4,3,0,0
3390,64,2923.82,5,7,0,6,5,0,1
3641,3021,6101.02,0,3,7,2,1,1,7
1890,1794,1639.77,4,4,3,4,4,1,4
3625,4957,6992.43,7,2,5,3,0,0,1
2424,1720,7020.34,0,4,3,0,0,0,0
1365,4207,3827.26,6,6,7,3,5,0,1
4487,3939,6066.91,3,0,0,7,6,0,1
2414,1003,6573.89,0,0,0,2,2,1,3
3605,2639,4943.12,3,1,6,5,3,0,1
4414,562,9735.34,7,5,1,5,6,0,1
1386,693,3657.2,1,0,0,2,1,1,4
4336,101,381.95,1,3,2,1,6,0,1
1411,2601,6102.61,1,3,2,5,3,0,0
2482,2379,6641.63,7,7,3,2,3,0,1
2515,446,229.61,1,3,5,3,1,1,7
632,1603,3353.65,2,1,7,2,4,1,6
1875,3455,3540.83,2,5,5,5,5,0,0
1409,4945,233.07,0,5,7,0,1,1,5
1421,994,8039.02,5,1,6,2,6,0,0
4075,647,1864.29,7,1,0,3,0,0,0
147,2917,261.29,5,2,4,1,1,1,5
2297,3704,4850.57,7,5,5,5,3,0,1
2395,1497,9893.27,1,3,7,1,6,0,0
114,1216,5716.86,0,2,5,3,3,0,0
1780,749,4446.71,4,3,0,2,7,0,0
3846,1339,2430.78,6,2,4,4,1,1,3
2088,2819,6893.85,3,5,5,2,2,1,7
1212,1924,2029.4,4,6,4,7,7,0,1
2938,2365,712.6,2,3,6,6,3,0,0
4252,144,1155.75,4,2,2,7,1,1,5
1746,1160,8336.79,6,3,4,0,2,1,2
309,1283,1447.42,1,0,6,1,6,0,0
4777,2654,173.61,7,2,5,7,0,0,1
